source,doi,figure,panel,subject,signal_type,time_min,value,unit,protocol_phase,exercise_load_W,valid_for_model,interpolated_short_gap,x_uncertainty,x_uncertainty_unit,y_uncertainty,y_uncertainty_unit,evidence_level,source_url,notes,trace_id,included_in_model_window,model_time_min
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,7.5,29.079,mM,55 W warm-up / sensor stabilization,55,NO_STABILIZATION,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,False,
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,37.0,21.966,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,21.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,37.5,22.113,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,22.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,38.0,21.818,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,22.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,38.5,21.376,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,23.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,39.0,21.376,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,23.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,39.5,21.597,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,24.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,40.0,21.818,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,24.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,40.5,21.966,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,25.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,41.0,21.966,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,25.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,41.5,21.966,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,26.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,42.0,22.776,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,26.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,42.5,23.145,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,27.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,43.0,23.587,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,27.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,43.5,23.587,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,28.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,44.0,23.366,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,28.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,44.5,23.292,mM,150 W step,150,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,29.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,45.0,23.44,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,29.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,45.5,23.735,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,30.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,46.0,24.767,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,30.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,46.5,26.167,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,31.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,47.0,27.273,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,31.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,47.5,27.715,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,32.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,48.0,27.125,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,32.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,48.5,26.609,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,33.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,49.0,26.536,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,33.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,49.5,26.978,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,34.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,50.0,27.42,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,34.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,50.5,27.273,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,35.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,51.0,27.125,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,35.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,51.5,26.83,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,36.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,52.0,26.609,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,36.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,52.5,26.683,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,37.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,53.0,26.83,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,37.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,53.5,26.978,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,38.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,54.0,26.978,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,38.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,54.5,27.42,mM,175 W step,175,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,39.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,55.0,27.936,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,39.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,55.5,29.337,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,40.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,56.0,30.074,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,40.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,56.5,31.548,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,41.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,57.0,32.138,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,41.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,57.5,32.432,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,42.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,58.0,32.285,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,42.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,58.5,31.548,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,43.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,59.0,31.179,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,43.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,59.5,31.548,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,44.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,60.0,31.548,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,44.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,60.5,31.769,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,45.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,61.0,32.58,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,45.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,61.5,33.17,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,46.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,62.0,33.17,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,46.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,62.5,33.907,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,47.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,63.0,34.496,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,47.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,63.5,35.528,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,48.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,64.0,36.413,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,48.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,64.5,37.371,mM,200 W step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,49.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,65.0,38.182,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,49.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,65.5,37.74,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,50.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,66.0,37.15,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,50.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,66.5,37.297,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,51.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,67.0,37.961,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,51.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,67.5,37.887,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,52.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,68.0,37.445,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,52.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,68.5,37.445,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,53.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,69.0,38.034,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,53.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1D,D,Representative subject (identity not reported),sweat_chloride,69.5,38.182,mM,200 W late step,200,YES,NO,0.345,min,1.0,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_D,True,54.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-14.0,97.58,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-12.0,97.58,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-10.0,97.47,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-8.0,97.37,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-6.0,97.47,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-4.0,97.69,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,-2.0,97.69,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,0.0,100.36,mg/dL,post-meal,,YES,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,True,0.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject1,Subject 1,SBG,2.0,100.57,mg/dL,post-meal,,YES,NO,0.612,min,0.641,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject1,True,2.0
